nm       Rad_ref     Rad_target  Reflectance
718.0    21029.75    13014.96    61.89
719.3    21081.92    13267.25    62.93
720.6    21155.58    13527.53    63.94
721.9    21220.86    13772.56    64.90
723.2    21303.63    14014.00    65.78
724.5    21401.64    14254.50    66.60
725.8    21490.94    14483.57    67.39
727.1    21583.00    14706.27    68.14
728.4    21683.38    14926.93    68.84
729.7    21719.09    15093.46    69.49
731.0    21731.45    15225.38    70.06
732.3    21773.05    15372.64    70.60
733.6    21793.55    15497.68    71.11
735.0    21854.41    15642.28    71.57
736.2    21880.05    15758.81    72.02
737.5    21863.52    15835.68    72.43
738.8    21792.28    15865.20    72.80
740.1    21684.80    15862.46    73.15
741.4    21579.78    15852.54    73.46
742.7    21512.70    15867.00    73.76
744.0    21473.28    15901.70    74.05
745.3    21458.93    15943.20    74.30
746.6    21485.92    16011.32    74.52
747.9    21513.13    16072.69    74.71
749.2    21583.44    16157.26    74.86
750.5    21639.48    16237.77    75.04
751.8    21703.68    16323.36    75.21
753.1    21783.04    16411.55    75.34
754.4    21854.21    16487.42    75.44
755.7    21958.86    16590.57    75.55
756.9    22048.61    16684.20    75.67
758.2    22142.50    16770.99    75.74
759.5    22264.38    16885.37    75.84
760.8    22342.68    16962.12    75.92
762.1    22436.83    17054.73    76.01
763.4    22504.33    17118.64    76.07
764.7    22539.79    17160.36    76.13
765.9    22583.44    17199.87    76.16
767.2    22629.79    17253.31    76.24
768.5    22658.45    17290.46    76.31
769.8    22716.04    17337.70    76.32
771.0    22769.98    17386.48    76.36
772.3    22813.06    17436.97    76.43
773.6    22861.28    17487.00    76.49
774.9    22920.00    17543.08    76.54
776.1    22953.02    17577.10    76.58
777.4    23009.89    17629.73    76.62
778.7    23040.77    17659.97    76.65
780.0    23092.61    17710.00    76.69
781.2    23129.36    17744.81    76.72
782.5    23151.39    17779.06    76.79
783.8    23190.83    17817.75    76.83
785.0    23208.77    17840.74    76.87
786.3    23259.11    17878.28    76.87
787.6    23273.67    17903.13    76.92
788.8    23295.88    17941.70    77.02
790.1    23316.19    17975.52    77.09
791.4    23344.60    18001.87    77.11
792.6    23367.17    18026.62    77.15
793.9    23381.30    18051.13    77.20
795.2    23398.65    18071.35    77.23
796.4    23422.73    18099.18    77.27
797.7    23441.59    18123.53    77.31
798.9    23458.89    18149.39    77.37
800.2    23460.18    18166.85    77.44
801.4    23469.64    18184.39    77.48
802.7    23477.22    18199.74    77.52
804.0    23488.51    18218.68    77.56
805.2    23500.98    18240.18    77.61
806.5    23496.90    18246.42    77.65
807.7    23503.97    18264.25    77.71
809.0    23505.98    18282.24    77.78
810.2    23502.70    18284.96    77.80
811.5    23502.09    18290.74    77.83
812.7    23510.93    18302.87    77.85
813.9    23501.60    18307.64    77.90
815.2    23488.99    18309.01    77.95
816.4    23501.25    18314.98    77.93
817.7    23481.55    18316.70    78.00
818.9    23464.98    18313.02    78.04
820.2    23464.68    18320.38    78.08
821.4    23466.35    18318.80    78.06
822.6    23447.91    18310.47    78.09
823.9    23432.81    18310.59    78.14
825.1    23409.92    18306.46    78.20
826.3    23410.28    18300.59    78.17
827.6    23412.11    18303.12    78.18
828.8    23404.74    18297.22    78.18
830.1    23396.68    18291.19    78.18
831.3    23394.31    18289.42    78.18
832.5    23389.96    18295.85    78.22
833.8    23388.84    18309.80    78.28
835.0    23388.43    18292.82    78.21
836.2    23386.72    18292.38    78.22
837.4    23392.51    18306.07    78.26
838.7    23390.79    18311.04    78.28
839.9    23391.47    18312.34    78.29
841.1    23400.94    18325.71    78.31
842.3    23409.56    18335.16    78.32
843.5    23421.79    18343.78    78.32
844.8    23426.30    18354.19    78.35
846.0    23435.91    18356.06    78.32
847.2    23439.73    18375.64    78.40
848.4    23436.00    18387.97    78.46
