nm       Rad_ref     Rad_target  Reflectance
445.9    3542.03     167.64      4.73
447.4    3644.92     172.92      4.74
448.8    3763.80     178.35      4.74
450.3    3901.29     184.48      4.73
451.7    4029.17     190.32      4.72
453.1    4115.16     195.93      4.76
454.6    4144.41     196.87      4.75
456.0    4173.69     197.82      4.74
457.5    4219.07     201.83      4.78
458.9    4292.09     205.41      4.79
460.4    4388.04     209.92      4.78
461.8    4509.22     212.44      4.71
463.2    4648.19     218.59      4.70
464.7    4775.41     227.16      4.76
466.1    4870.32     233.32      4.79
467.5    4907.81     236.72      4.82
469.0    4931.81     235.98      4.78
470.4    4971.15     239.51      4.82
471.9    5048.00     244.20      4.84
473.3    5142.50     250.63      4.87
474.7    5261.50     256.26      4.87
476.2    5402.66     258.55      4.79
477.6    5589.41     267.97      4.79
479.0    5786.64     279.29      4.83
480.5    5904.29     284.86      4.82
481.9    5927.11     289.39      4.88
483.3    5888.06     290.30      4.93
484.8    5860.26     287.74      4.91
486.2    5874.05     285.35      4.86
487.6    5964.66     289.01      4.85
489.0    6115.65     297.20      4.86
490.5    6299.37     308.07      4.89
491.9    6479.39     317.77      4.90
493.3    6621.16     326.02      4.92
494.8    6702.08     332.16      4.96
496.2    6741.75     336.86      5.00
497.6    6747.93     337.68      5.00
499.0    6773.10     339.83      5.02
500.5    6838.71     344.21      5.03
501.9    6946.24     349.27      5.03
503.3    7082.60     360.36      5.09
504.7    7225.58     371.65      5.14
506.1    7371.07     382.19      5.19
507.6    7513.17     395.58      5.27
509.0    7649.64     409.68      5.36
510.4    7766.85     422.20      5.44
511.8    7846.35     432.82      5.52
513.2    7901.71     443.39      5.61
514.7    7941.97     458.14      5.77
516.1    7997.70     474.76      5.94
517.5    8078.58     495.64      6.14
518.9    8183.57     522.47      6.38
520.3    8314.99     552.34      6.64
521.7    8441.82     586.43      6.95
523.2    8566.96     619.10      7.23
524.6    8698.94     653.29      7.51
526.0    8832.68     687.60      7.78
